species,family,moved.to.max.data,n,body.size.avg,body.size.min,body.size.max,body.size.metric,carapace.length.to.total.body.length.conversion,max.of.cl.and.total.length,tmean.avg,habitat.category,citation,title,notes
Euastacus_bidawalus,parastacidae,yes,,,,106.1,total.body.length,106.1,106.1,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_bispinosus,parastacidae,yes,,,,302.3,total.body.length,302.3,302.3,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_brachythorax,parastacidae,yes,,,,84,total.body.length,84,84,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_clarkae,parastacidae,yes,,,40,40,post.orbital.carapace.length,90.59277108,90.59277108,,Aquatic,"Robert B McCormack, 2012",A Guide to Australia's Spiny Freshwater Crayfish,
Euastacus_claytoni,parastacidae,yes,,,,145,total.body.length,145,145,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_crassus,parastacidae,yes,,,,127.2,total.body.length,127.2,127.2,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_dangadi,parastacidae,yes,,,,95,total.body.length,95,95,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_dharawalus,parastacidae,yes,1,65.47,,65.47,post.orbital.carapace.length,148.2777181,148.2777181,,Aquatic,"Robert B McCormack, 2012",A Guide to Australia's Spiny Freshwater Crayfish,
Euastacus_diversus,parastacidae,yes,,,,79,total.body.length,79,79,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_fleckeri,parastacidae,yes,,,,277.7,total.body.length,277.7,277.7,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_gamilaroi,parastacidae,yes,2,41.575,39.86,43.29,post.orbital.carapace.length,98.04402651,98.04402651,,Aquatic,"Robert B McCormack, 2012",A Guide to Australia's Spiny Freshwater Crayfish,
Euastacus_gumar,parastacidae,yes,,,,73.5,total.body.length,73.5,73.5,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_guwinus,parastacidae,,,,,52.7,post.orbital.carapace.length,119.3559759,119.3559759,,Aquatic,McCormack 2012,A guide to australias spiny freshwater crayfish,
Euastacus_hirsutus,parastacidae,yes,,,,95,total.body.length,95,95,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_hystricosus,parastacidae,yes,,,,428.2,total.body.length,428.2,428.2,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_maidae,parastacidae,,,,,25,post.orbital.carapace.length,56.62048193,56.62048193,,Aquatic,McCormack 2012,A guide to australias spiny freshwater crayfish,
Euastacus_neodiversus,parastacidae,yes,,,,103,total.body.length,103,103,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_pilosus,parastacidae,yes,2,35,30,40,post.orbital.carapace.length,90.59277108,90.59277108,,Aquatic,"Robert B McCormack, 2012",A Guide to Australia's Spiny Freshwater Crayfish,
Euastacus_rieki,parastacidae,yes,,,,116.5,total.body.length,116.5,116.5,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_robertsi,parastacidae,yes,,,,108,total.body.length,108,108,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_setosus,parastacidae,yes,,,,84.2,total.body.length,84.2,84.2,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_spinichelatus,parastacidae,yes,,,,84.2,total.body.length,84.2,84.2,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_sulcatus,parastacidae,yes,,,,256.2,total.body.length,256.2,256.2,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_suttoni,parastacidae,yes,,,,170.2,total.body.length,170.2,170.2,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_wiowuru,parastacidae,yes,,,,155.7,total.body.length,155.7,155.7,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_woiwuru,parastacidae,yes,1,48,,48,post.orbital.carapace.length,108.7113253,108.7113253,,Aquatic,"Robert B McCormack, 2012",A Guide to Australia's Spiny Freshwater Crayfish,
Faxonius_alluvius,cambaridae,yes,,,,69.1,total.body.length,69.1,69.1,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_raymondi,cambaridae,yes,,,,70.8,total.body.length,70.8,70.8,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Gramastacus_lacus,parastacidae,yes,5,15.122,12.3,17.56,post.orbital.carapace.length,34.43711111,34.43711111,,Aquatic,"McCormack, 2014","The eastern swamp crayfish Gramastacus lacus sp. n. (Decapoda, Parastacidae) a new species of freshwater crayfish from coastal New South Wales, Australia",
Tenuibranchiurus_glypticus,parastacidae,yes,,,,24,total.body.length,24,24,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
